物件名,URL,イメージ画像,賃料,管理費,間取り,専有面積,向き,物件種別,築年数,住所,最寄り駅と距離,敷金,礼金,保証金,敷引・償却,取り扱い店舗,取り扱い店舗の電話番号
狛江 ワンルーム 2階,https://suumo.jp/chintai/bc_100371574641/,https://img01.suumo.com/front/gazo/fr/bukken/641/100371574641/100371574641_gw.jpg,29000,-,ワンルーム,13m2,南西,アパート,築57年,東京都狛江市中和泉１,小田急線/狛江駅 歩6分,2.9万円,-,-,-,ハウスガレージ新宿店(株)TreCheer,03-5337-7888
サンガーデン 2階,https://suumo.jp/chintai/bc_100380643476/,https://img01.suumo.com/front/gazo/fr/bukken/476/100380643476/100380643476_gw.jpg,29000,-,ワンルーム,13m2,南西,アパート,築57年,東京都狛江市中和泉１,小田急線/狛江駅 歩6分,2.9万円,-,-,-,アパマンショップ新宿東口店Apaman Property(株),03-5312-2623
サンガーデン 2階,https://suumo.jp/chintai/bc_100380724948/,https://img01.suumo.com/front/gazo/fr/bukken/948/100380724948/100380724948_gw.jpg,29000,-,ワンルーム,13m2,南西,アパート,築57年,東京都狛江市中和泉１,小田急線/狛江駅 歩6分,2.9万円,-,-,-,アパマンショップ飯田橋店Apaman Property(株),03-5206-8657
スカイピア東村山 1階,https://suumo.jp/chintai/bc_100266274534/,https://img01.suumo.com/front/gazo/fr/bukken/534/100266274534/100266274534_gw.jpg,29000,-,ワンルーム,12.6m2,南,アパート,築37年,東京都東村山市久米川町５,西武新宿線/東村山駅 歩14分,-,-,-,-,ソレイユ高田馬場店 (株)ソレイユ,03-5337-3777
ライフピア久米川 1階,https://suumo.jp/chintai/bc_100381897319/,https://img01.suumo.com/front/gazo/fr/bukken/319/100381897319/100381897319_gw.jpg,29000,2000円,1K,11.12m2,南,アパート,築37年,東京都東村山市本町１,西武新宿線/久米川駅 歩9分,-,-,-,-,(株)木下の賃貸 多摩エリア,0120-004-338
ビューハイム薬師町 3階,https://suumo.jp/chintai/bc_000087543841/,https://img01.suumo.com/front/gazo/fr/bukken/841/87543841/87543841_rw.jpg,29000,3000円,1K,19.88m2,東,マンション,築32年,埼玉県坂戸市薬師町,東武東上線/北坂戸駅 歩2分,-,-,-,-,(株)富士建設工業新宿支店フジケンマンションセンター,03-3369-3737
グリーンハイムみわ 3階,https://suumo.jp/chintai/bc_100335062624/,https://img01.suumo.com/front/gazo/fr/bukken/624/100335062624/100335062624_gw.jpg,29000,3000円,1K,18.72m2,南,マンション,築38年,東京都町田市三輪町,小田急線/柿生駅 歩19分,2.9万円,-,-,-,(株)パワーズアンリミテッド,03-3356-0808
スカイヒルズ相模原 1階,https://suumo.jp/chintai/bc_100372014190/,https://img01.suumo.com/front/gazo/fr/bukken/190/100372014190/100372014190_gw.jpg,29000,3000円,ワンルーム,17.88m2,南西,マンション,築37年,神奈川県相模原市中央区矢部１,ＪＲ横浜線/矢部駅 歩9分,-,-,-,-,(株)アートアベニュー,050-1750-5656
北野方荘　Ｂ棟 2階,https://suumo.jp/chintai/bc_100307155235/,https://img01.suumo.com/front/gazo/fr/bukken/235/100307155235/100307155235_gw.jpg,29000,3000円,ワンルーム,10.2m2,東,アパート,築48年,東京都中野区丸山２,西武新宿線/野方駅 歩6分,2.9万円,-,-,-,(株)エイブル中井店,03-5332-7170
さぎたハイツ 1階,https://suumo.jp/chintai/bc_100350820572/,https://img01.suumo.com/front/gazo/fr/bukken/572/100350820572/100350820572_gw.jpg,29000,3500円,1K,20.24m2,西,アパート,築42年,神奈川県伊勢原市桜台４,小田急小田原線/伊勢原駅 歩13分,-,-,-,-,大和エステート(株)D-ROOMセンター,03-5908-0910
日神パレス八王子 3階,https://suumo.jp/chintai/bc_100372215420/,https://img01.suumo.com/front/gazo/fr/bukken/420/100372215420/100372215420_gw.jpg,29000,4000円,ワンルーム,16.07m2,西,マンション,築37年,東京都八王子市暁町１,京王線/京王八王子駅 歩17分,2.9万円,-,-,-,日神管財(株),03-5360-2043
日神パレス八王子 3階,https://suumo.jp/chintai/bc_100361598694/,https://img01.suumo.com/front/gazo/fr/bukken/694/100361598694/100361598694_gw.jpg,29000,4000円,ワンルーム,16.07m2,東,マンション,築37年,東京都八王子市暁町１,京王線/京王八王子駅 歩17分,2.9万円,-,-,-,日神管財(株),03-5360-2043
一橋学園 ワンルーム 4階,https://suumo.jp/chintai/bc_100272701932/,https://img01.suumo.com/front/gazo/fr/bukken/932/100272701932/100272701932_gw.jpg,29000,4000円,ワンルーム,16m2,東,マンション,築38年,東京都小平市上水本町４,西武多摩湖線/一橋学園駅 歩12分,-,-,-,-,(株)atroom,03-6908-8001
テラムラハイツ 2階,https://suumo.jp/chintai/bc_100366433513/,https://img01.suumo.com/front/gazo/fr/bukken/513/100366433513/100366433513_gw.jpg,29000,5000円,1K,18.84m2,南西,アパート,築40年,千葉県野田市山崎,東武野田線/運河駅 歩7分,-,-,-,-,大和エステート(株)D-ROOMセンター,03-5908-0910
スカイコート八王子第3 4階,https://suumo.jp/chintai/bc_100380300272/,https://img01.suumo.com/front/gazo/fr/bukken/272/100380300272/100380300272_gw.jpg,29000,5500円,ワンルーム,15.95m2,東,マンション,築34年,東京都日野市旭が丘２,ＪＲ中央線/豊田駅 歩17分,4万円,-,-,-,スカイコート賃貸センター(株)新宿店,0120-777-388
佐竹ビル 4階,https://suumo.jp/chintai/bc_100361697444/,https://img01.suumo.com/front/gazo/fr/bukken/444/100361697444/100361697444_gw.jpg,29000,6000円,ワンルーム,3.2m2,-,マンション,築57年,東京都新宿区新宿２,都営新宿線/新宿三丁目駅 歩5分,-,-,3万円,3万円,(株)オッズ・スペース,03-5846-9399
コーポ清水台 2階,https://suumo.jp/chintai/bc_100347464487/,https://img01.suumo.com/front/gazo/fr/bukken/487/100347464487/100347464487_gw.jpg,29000,10000円,1K,19.87m2,東,アパート,築39年,千葉県野田市清水,東武野田線/清水公園駅 歩6分,-,-,-,-,(株)リアルワン,03-5925-8782
東村山 ワンルーム 2階,https://suumo.jp/chintai/bc_100377296986/,https://img01.suumo.com/front/gazo/fr/bukken/986/100377296986/100377296986_gw.jpg,29500,3000円,ワンルーム,15.12m2,北東,マンション,築37年,東京都東村山市本町１,西武新宿線/東村山駅 歩10分,-,-,-,-,(株)VERUS新宿店,03-5990-5790
スカイコート八王子第3 5階,https://suumo.jp/chintai/bc_100354711355/,https://img01.suumo.com/front/gazo/fr/bukken/355/100354711355/100354711355_gw.jpg,29500,5500円,ワンルーム,15.95m2,東,マンション,築34年,東京都日野市旭が丘２,ＪＲ中央線/豊田駅 歩16分,4万円,-,-,-,スカイコート賃貸センター(株)新宿店,0120-777-388
ライオンズマンション相模原第8 3階,https://suumo.jp/chintai/bc_100365035405/,https://img01.suumo.com/front/gazo/fr/bukken/405/100365035405/100365035405_gw.jpg,29800,-,ワンルーム,16.74m2,南東,マンション,築33年,神奈川県相模原市中央区相模原４,ＪＲ横浜線/相模原駅 歩9分,4万円,-,-,-,スカイコート賃貸センター(株)新宿店,0120-777-388
フラワーガーデン 2階,https://suumo.jp/chintai/bc_100260791352/,https://img01.suumo.com/front/gazo/fr/bukken/352/100260791352/100260791352_gw.jpg,19000,3000円,1K,15m2,南,アパート,築34年,神奈川県川崎市麻生区高石２,小田急線/百合ヶ丘駅 歩9分,-,-,-,-,お部屋探し専門店【部屋まる】(株)城南コミュニティ,03-6455-3405
リビングテラス湘南片瀬山 2階,https://suumo.jp/chintai/bc_100381616041/,https://img01.suumo.com/front/gazo/fr/bukken/041/100381616041/100381616041_gw.jpg,20000,5000円,1K,16.2m2,南東,アパート,築36年,神奈川県鎌倉市津西２,湘南モノレール/片瀬山駅 歩2分,-,-,-,-,(株)エンジンテラス,03-5302-1885
前橋第10レジデンス 1階,https://suumo.jp/chintai/bc_100374968584/,https://img01.suumo.com/front/gazo/fr/bukken/584/100374968584/100374968584_gw.jpg,23000,3000円,1K,18.27m2,南,アパート,築33年,群馬県前橋市朝倉町３,ＪＲ両毛線/前橋大島駅 歩23分,-,-,-,-,Sumitack(株)城西営業部,03-6773-7108
ＣＬＵＢ　ＯＲＩＥＮＴ　ＢＬＤ　Ｎｏ１４１　ＹＡＣＨＩＹＯＤＡＩ 3階,https://suumo.jp/chintai/bc_100370536686/,https://img01.suumo.com/front/gazo/fr/bukken/686/100370536686/100370536686_gw.jpg,25000,-,ワンルーム,18m2,南東,マンション,築32年,千葉県八千代市八千代台北１０,京成本線/八千代台駅 歩13分,-,-,-,-,(株)シティホーム渋谷センター,03-5466-3700
ＣＬＵＢ　ＯＲＩＥＮＴ　ＢＬＤ　Ｎｏ１４１　ＹＡＣＨＩＹＯＤＡＩ 3階,https://suumo.jp/chintai/bc_100380228731/,https://img01.suumo.com/front/gazo/fr/bukken/731/100380228731/100380228731_gw.jpg,25000,-,ワンルーム,18m2,南東,マンション,築32年,千葉県八千代市八千代台北１０,京成本線/八千代台駅 歩13分,-,-,-,-,(株)シティホーム渋谷センター,03-5466-3700
シティハイム松風 2階,https://suumo.jp/chintai/bc_100286613007/,https://img01.suumo.com/front/gazo/fr/bukken/007/100286613007/100286613007_gw.jpg,25000,-,1K,17.52m2,南,アパート,築37年,東京都町田市東玉川学園２,小田急線/玉川学園前駅 歩21分,-,-,-,-,C-room シーアールワークス(株),03-5790-9286
シャミー高倉 1階,https://suumo.jp/chintai/bc_100373046299/,https://img01.suumo.com/front/gazo/fr/bukken/299/100373046299/100373046299_gw.jpg,25000,2000円,1K,14.94m2,-,アパート,築37年,神奈川県藤沢市高倉,小田急江ノ島線/長後駅 歩14分,-,-,-,-,(株)フォアライフ・シティ,03-3448-9555
VILLA NOVA 小出 1階,https://suumo.jp/chintai/bc_100373699710/,https://img01.suumo.com/front/gazo/fr/bukken/710/100373699710/100373699710_gw.jpg,25000,3000円,1DK,28m2,南,マンション,築37年,群馬県前橋市下小出町３,上毛電鉄/中央前橋駅 歩45分,-,-,-,-,Sumitack(株)城西営業部,03-6773-7108
シティハイム鶴巻壱番館 1階,https://suumo.jp/chintai/bc_100379616847/,https://img01.suumo.com/front/gazo/fr/bukken/847/100379616847/100379616847_gw.jpg,25000,3000円,1K,23.53m2,南,アパート,築33年,神奈川県伊勢原市笠窪,小田急小田原線/鶴巻温泉駅 歩9分,-,-,-,-,明和地所(株),03-5489-0823
ホワイトルーム 1階,https://suumo.jp/chintai/bc_100377269946/,https://img01.suumo.com/front/gazo/fr/bukken/946/100377269946/100377269946_gw.jpg,25000,3000円,1K,17.35m2,-,アパート,築45年,東京都八王子市台町２,ＪＲ中央線/西八王子駅 歩13分,-,-,-,-,(株)we link渋谷店,03-5489-7155
西八王子 1K 1階,https://suumo.jp/chintai/bc_100377269945/,https://img01.suumo.com/front/gazo/fr/bukken/945/100377269945/100377269945_gw.jpg,25000,3000円,1K,17.35m2,-,アパート,築45年,東京都八王子市台町２,ＪＲ中央線/西八王子駅 歩13分,-,-,-,-,(株)we link渋谷店,03-5489-7155
西八王子 1K 1階,https://suumo.jp/chintai/bc_100377270272/,https://img01.suumo.com/front/gazo/fr/bukken/272/100377270272/100377270272_gw.jpg,25000,3000円,1K,17.35m2,-,アパート,築45年,東京都八王子市台町２,ＪＲ中央線/西八王子駅 歩13分,-,-,-,-,R.select新宿南口店(株)EXIA,03-5308-2575
西八王子 1K 1階,https://suumo.jp/chintai/bc_100377270277/,https://img01.suumo.com/front/gazo/fr/bukken/277/100377270277/100377270277_gw.jpg,25000,3000円,1K,17.35m2,-,アパート,築45年,東京都八王子市台町２,ＪＲ中央線/西八王子駅 歩13分,-,-,-,-,R.select新宿南口店(株)EXIA,03-5308-2575
東十条 ワンルーム 1階,https://suumo.jp/chintai/bc_100354344568/,https://img01.suumo.com/front/gazo/fr/bukken/568/100354344568/100354344568_gw.jpg,25000,3000円,ワンルーム,9.84m2,-,アパート,築69年,東京都北区岸町２,ＪＲ京浜東北線/東十条駅 歩4分,2.5万円,-,-,-,アパマンショップ渋谷道玄坂店(株)アップル東京,03-6892-7272
喜多見の風呂なしアパート 2階,https://suumo.jp/chintai/bc_100376086833/,https://img01.suumo.com/front/gazo/fr/bukken/833/100376086833/100376086833_gw.jpg,26000,1000円,1K,15m2,南,アパート,築44年,東京都世田谷区喜多見７,小田急線/喜多見駅 歩14分,2.6万円,-,-,-,ジュ(株),03-3376-2131
有人荘 2階,https://suumo.jp/chintai/bc_100375762693/,https://img01.suumo.com/front/gazo/fr/bukken/693/100375762693/100375762693_gw.jpg,26000,1500円,1K,9.73m2,南東,アパート,築61年,東京都渋谷区笹塚３,京王線/笹塚駅 歩7分,2.6万円,-,-,-,(株)日立不動産営業本部,03-3469-7711
中野区鷺宮アパート 2階,https://suumo.jp/chintai/bc_100380204782/,https://img01.suumo.com/front/gazo/fr/bukken/782/100380204782/100380204782_gw.jpg,27000,-,1K,12.15m2,南,アパート,築52年,東京都中野区鷺宮４,西武新宿線/鷺ノ宮駅 歩2分,2.7万円,-,-,-,(株)パワーコンサルティングネットワークス 本社プロパティマネジメント事業部,03-5962-7921
小林方 2階,https://suumo.jp/chintai/bc_100162491911/,https://img01.suumo.com/front/gazo/fr/bukken/911/100162491911/100162491911_gw.jpg,27000,2000円,1K,9.72m2,西,アパート,築55年,東京都世田谷区太子堂３,東急田園都市線/三軒茶屋駅 歩9分,2.7万円,-,-,-,(株)エイブル渋谷店,03-3499-8911
ライトハウス 2階,https://suumo.jp/chintai/bc_100379464601/,https://img01.suumo.com/front/gazo/fr/bukken/601/100379464601/100379464601_gw.jpg,27000,3000円,1K,16.62m2,南東,アパート,築35年,神奈川県川崎市麻生区多摩美２,小田急線/読売ランド前駅 歩12分,-,-,-,-,ブルーアセットパートナーズ(株),03-6450-6468
レオパレス八千代台第２６ 2階,https://suumo.jp/chintai/bc_100371188239/,https://img01.suumo.com/front/gazo/fr/bukken/239/100371188239/100371188239_gw.jpg,28000,2000円,1K,16.94m2,-,アパート,築36年,千葉県八千代市八千代台南３,京成本線/八千代台駅 歩10分,-,-,-,-,アパマンショップ渋谷道玄坂店(株)アップル東京,03-6892-7272
ステイトヴィラ藤が丘 2階,https://suumo.jp/chintai/bc_100379939916/,https://img01.suumo.com/front/gazo/fr/bukken/916/100379939916/100379939916_gw.jpg,28000,2000円,ワンルーム,15m2,東,アパート,築38年,神奈川県横浜市青葉区梅が丘,東急田園都市線/藤が丘駅 歩11分,-,-,-,-,ソレイユ渋谷店 (株)ソレイユ,03-3770-7111
サニーヒルズ弘明寺II 2階,https://suumo.jp/chintai/bc_100377221861/,https://img01.suumo.com/front/gazo/fr/bukken/861/100377221861/100377221861_gw.jpg,28000,2000円,ワンルーム,13m2,-,アパート,築34年,神奈川県横浜市南区大岡１,ブルーライン/弘明寺駅 歩11分,-,-,-,-,(株)we link渋谷店,03-5489-7155
パステルハイツ 2階,https://suumo.jp/chintai/bc_100376278256/,https://img01.suumo.com/front/gazo/fr/bukken/256/100376278256/100376278256_gw.jpg,28000,3000円,1K,26.28m2,南東,アパート,築32年,群馬県前橋市幸塚町,上毛電鉄/三俣駅 歩18分,-,-,-,-,Sumitack(株)城西営業部,03-6773-7108
クリオ桶川壱番館 3階,https://suumo.jp/chintai/bc_100381410906/,https://img01.suumo.com/front/gazo/fr/bukken/906/100381410906/100381410906_gw.jpg,28000,3000円,1K,17.09m2,北東,マンション,築33年,埼玉県桶川市東２,ＪＲ高崎線/桶川駅 歩10分,-,-,-,-,明和地所(株),03-5489-0823
ＮＯＺＵ稲城Ｂ 1階,https://suumo.jp/chintai/bc_100380177268/,https://img01.suumo.com/front/gazo/fr/bukken/268/100380177268/100380177268_gw.jpg,28000,3000円,1K,14m2,南東,アパート,築36年,東京都稲城市東長沼,ＪＲ南武線/稲城長沼駅 歩5分,-,-,-,-,リロの賃貸 (株)日商ベックス代々木店,03-3379-7744
第一つくば荘 2階,https://suumo.jp/chintai/bc_100350754237/,https://img01.suumo.com/front/gazo/fr/bukken/237/100350754237/100350754237_gw.jpg,28000,3000円,ワンルーム,9.93m2,南,アパート,築65年,東京都杉並区和泉１,京王線/代田橋駅 歩6分,-,-,-,-,(株)日立不動産営業本部,03-3469-7711
ウェイサイドヴィラ 1階,https://suumo.jp/chintai/bc_100380658960/,https://img01.suumo.com/front/gazo/fr/bukken/960/100380658960/100380658960_gw.jpg,29000,2000円,ワンルーム,24m2,-,アパート,築33年,埼玉県狭山市大字東三ツ木,西武新宿線/新狭山駅 歩7分,-,-,-,-,(株)リブライフマーケティング,050-5536-7005
戸越銀座 ワンルーム 2階,https://suumo.jp/chintai/bc_100381139637/,https://img01.suumo.com/front/gazo/fr/bukken/637/100381139637/100381139637_rw.jpg,29000,2000円,ワンルーム,8.7m2,南,アパート,築46年,東京都品川区戸越１,東急池上線/戸越銀座駅 歩6分,2.9万円,2.9万円,-,-,(株)Drawsルームスプラス渋谷店,03-5990-4771
エマーユ稲荷町 4階,https://suumo.jp/chintai/bc_100375257958/,https://img01.suumo.com/front/gazo/fr/bukken/958/100375257958/100375257958_gw.jpg,29000,3000円,1K,16.5m2,南西,マンション,築37年,埼玉県川越市稲荷町,東武東上線/上福岡駅 歩15分,-,-,-,-,(株)ハイアーグラウンド,03-6459-3806
